question_English,answer_English,question_Hindi,answer_Hindi
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completes, and project status of the project ward no 05 05 in Sarle Dipugha's house 0c path construction.In Nagar Pashchimi, under the jurisdiction of Hazaribagh?","PCC Path construction from Sudhir Kumar Sinha's house in Sarley Deepugadha in the Ward No. 05.Project Involves The Allocation of Funds for Development in Nagar Pashchimi, under the jurisdiction of Hazaribagh.The Proposed Project, Situated In Ward No. 5, AIMS to Ward No. 05, PCC Path construction from Sudhir Kumar Sinha's house in Sarle Deepugadha to Dinesh Kushwaha's house.The recommended Amount for the Project is 2,00,000, with an anticipated completetion year of 2022. Currently, the project status is reported as ongoing.","वार्ड नं0 05 में सारले दीपूगढ़ा में सुधीर कुमार सिन्हा के घर से दिनेश कुशवाहा के घर तक पी0सी0सी0 पथ निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","वार्ड नं0 05 में सारले दीपूगढ़ा में सुधीर कुमार सिन्हा के घर से दिनेश कुशवाहा के घर तक पी0सी0सी0 पथ निर्माण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के नगर पश्चिमी में हो रहा है। प्रस्तुत परियोजना, जो वार्ड न0 5 में स्थित है, का उद्देश्य वार्ड नं0 05 में सारले दीपूगढ़ा में सुधीर कुमार सिन्हा के घर से दिनेश कुशवाहा के घर तक पी0सी0सी0 पथ निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 2,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Sadar Praduct Sindhani in Sindhani.In Sadar, under the jurisdiction of Hazaribagh?","The installation of Solar High Mast Light at Sindhani Chowk in Sindhani, Panchayat of The Sadar block.Project involves the allocation of funds for development in sadar, under the jurisdiction of Hazaribagh.The Proposed Project, Situated in Singhani, AIMS to Sindhani in Sandhani of Sadar block, installation of Solar High Mast Light in Sindhani Chowk in Sindhani.The recommended Amount for the Project is 3,75,000, with an anticipated company of 2021. Currently, the project status is reported as ongoing.","सदर प्रखण्ड के पंचायत सिंधानी में सिंधानी चौक में सोलर हाई मास्ट लाईट का अधिष्ठापन। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","सदर प्रखण्ड के पंचायत सिंधानी में सिंधानी चौक में सोलर हाई मास्ट लाईट का अधिष्ठापन। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के सदर में हो रहा है। प्रस्तुत परियोजना, जो सिंघानी में स्थित है, का उद्देश्य सदर प्रखण्ड के पंचायत सिंधानी में सिंधानी चौक में सोलर हाई मास्ट लाईट का अधिष्ठापन। है। परियोजना के लिए सिफारिश की गई राशि 3,75,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2021। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completion, and project status of the project of the project Sadar Prakhand in the place of Meena Devi Vaira Prasad Prasad Mehta's houseThe installation of Deep Boring next to the house of Meena Devi husband Laxman Prasad Mehta in Gali No.12 of Marya Tola UP of Mauja Sarle.In Nagar Purvi, under the jurisdiction of Hazaribagh?","In the Mauja Sarle of the Sadar block, Meena Devi husband Laxman Prasad Mehta's place of deep boring near the house of Marija Sarle's Marya Tola U.No. 12 in the street number 12 of the Marya Sarle in the street number 12 next to the house of Meena Devi husband Laxman Prasad Mehta.Project Involves The Allocation of Funds for Development in Nagar Purvi, under the jurisdiction of Hazaribagh.The Proposed Project, Situated In Ward No. 26, AIMS to Mauja Sarle in Sadar block near the house of Meena Devi husband Laxman Prasad Mehta in place of deep boring near the house of Mauja Sarle's Marija Tola U.No.Installation of deep boring next to Mehta's house.The recommended Amount for the Project is 3,00,000, with an anticipated completetion year of 2021. Currently, the project status is reported as ongoing.","सदर प्रखण्ड के मौजा सारलेे में मीना देवी पति लक्ष्मण प्रसाद मेहता के घर के पास डीप बोरिंग के स्थान पर मौजा सारले के मरियम टोला उ0प्रा0वि0 के बगल गली नं0 12 में मीना देवी पति लक्ष्मण प्रसाद मेहता के घर के बगल में डीप बोरिंग का अधिष्ठापन। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","सदर प्रखण्ड के मौजा सारलेे में मीना देवी पति लक्ष्मण प्रसाद मेहता के घर के पास डीप बोरिंग के स्थान पर मौजा सारले के मरियम टोला उ0प्रा0वि0 के बगल गली नं0 12 में मीना देवी पति लक्ष्मण प्रसाद मेहता के घर के बगल में डीप बोरिंग का अधिष्ठापन। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के नगर पूर्वी में हो रहा है। प्रस्तुत परियोजना, जो वार्ड न0 26 में स्थित है, का उद्देश्य सदर प्रखण्ड के मौजा सारलेे में मीना देवी पति लक्ष्मण प्रसाद मेहता के घर के पास डीप बोरिंग के स्थान पर मौजा सारले के मरियम टोला उ0प्रा0वि0 के बगल गली नं0 12 में मीना देवी पति लक्ष्मण प्रसाद मेहता के घर के बगल में डीप बोरिंग का अधिष्ठापन। है। परियोजना के लिए सिफारिश की गई राशि 3,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2021। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completes, and project status of the project of the project Dadi Praduct Dadi Praduct Dadi Praduct Dadi Praduct Dadi Praduct Dadi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praject Dadi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praject Dadi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praject Dadhi Praduct Dadhi Praduct Dadi Praduct Dadhi Praduct Dadhi Praject Dadhi Praduct Dadhi Praduct Dadi Praduct Dadhi Praduct Dadhi Praject Dadhi Praduct Dadi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praject Dadi Praduct Dadhi Praduct Dadhi Praject Dadi Pradukh Dadhi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praduct Dadhi Praject Dadi Temple VDeepening and widening of Guria pond in Rabodh Village Rabodh Panchayat.In Dadi, under the jurisdiction of Mandu?","In place of deepening and widening of Ramswaroop Singh's Guria Talab in Rabodh, the Gram Panchayat of the Dadi block, the deepening and widening of the Guria pond in Rabodh Village Rabodh of Dadi block.Project involves the allocation of funds for development in dadi, under the jurisdiction of Mandu.The Proposed Project, Situated in Rabodh, AIMS to Dadi Block's Gram Panchayat Rabodh in Rabodh in Rabodh and deepening and widening of the Guria Tala in Rabodh Village Rabodh, Panchayat of Dadi block in place of deepening and widening.The recommended Amount for the Project is 6,00,000, with an anticipated completetion year of 2021. Currently, the project status is reported as ongoing.","डाड़ी प्रखण्ड के ग्राम पंचायत रबोध में रामस्वरूप सिंह के गुरिया तालाब का गहरीकरण एवं चौड़ीकरण के स्थान पर डाड़ी प्रखण्ड के पंचायत रबोध ग्राम रबोध में गुरिया तालाब का गहरीकरण एवं चौड़ीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","डाड़ी प्रखण्ड के ग्राम पंचायत रबोध में रामस्वरूप सिंह के गुरिया तालाब का गहरीकरण एवं चौड़ीकरण के स्थान पर डाड़ी प्रखण्ड के पंचायत रबोध ग्राम रबोध में गुरिया तालाब का गहरीकरण एवं चौड़ीकरण। परियोजना में विकास के लिए धन का आवंटन मांडू क्षेत्र के बनना में हो रहा है। प्रस्तुत परियोजना, जो रबोध में स्थित है, का उद्देश्य डाड़ी प्रखण्ड के ग्राम पंचायत रबोध में रामस्वरूप सिंह के गुरिया तालाब का गहरीकरण एवं चौड़ीकरण के स्थान पर डाड़ी प्रखण्ड के पंचायत रबोध ग्राम रबोध में गुरिया तालाब का गहरीकरण एवं चौड़ीकरण। है। परियोजना के लिए सिफारिश की गई राशि 6,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2021। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Moungi.In Sadar, under the jurisdiction of Hazaribagh?","Construction of PCC Path from Krishna Ram's house to Panchayat Bhawan in the village Morangi.Project involves the allocation of funds for development in sadar, under the jurisdiction of Hazaribagh.The Proposed Project, Situated in Morangi, AIMS to the PCC Path Construction from Krishna Ram's house to Panchayat Bhawan in Gram Marangi.The recommended Amount for the Project is 2,00,000, with an anticipated completetion year of 2021. Currently, the project status is reported as ongoing.","ग्राम मोरांगी में कृष्णा राम के घर से पंचायत भवन तक पी0सी0सी0 पथ निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम मोरांगी में कृष्णा राम के घर से पंचायत भवन तक पी0सी0सी0 पथ निर्माण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के सदर में हो रहा है। प्रस्तुत परियोजना, जो मोरांगी में स्थित है, का उद्देश्य ग्राम मोरांगी में कृष्णा राम के घर से पंचायत भवन तक पी0सी0सी0 पथ निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 2,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2021। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommed for Completion, and Project Status of the Project Village Cultural Building near Shiva temple in village Chiruva.In Daru, under the jurisdiction of Hazaribagh?","Cultural building construction near Shiva temple in the village Chiruwa.Project Involves The Allocation of Funds for Development in Daru, under the jurisdiction of Hazaribagh.The Proposed Project, Situated in Erga, AIMS to Construction of Cultural Building near the Shiva temple in village Chiruva.The recommended Amount for the Project is 5,00,000, with an anticipated completetion year of 2021. Currently, the project status is reported as ongoing.","ग्राम चिरूवा में शिव मंदिर के समीप सांस्कृतिक भवन निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम चिरूवा में शिव मंदिर के समीप सांस्कृतिक भवन निर्माण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के दारु में हो रहा है। प्रस्तुत परियोजना, जो ईरगा में स्थित है, का उद्देश्य ग्राम चिरूवा में शिव मंदिर के समीप सांस्कृतिक भवन निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 5,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2021। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village.In Daru, under the jurisdiction of Hazaribagh?","Construction of Paybhar block near Shiva temple in the village Chiruwa.Project Involves The Allocation of Funds for Development in Daru, under the jurisdiction of Hazaribagh.The proposed project, situation in Erga, AIMS to Village Ciruva construction of Paybhar block near the Shiva temple.The recommended Amount for the Project is 2,00,000, with an anticipated completetion year of 2021. Currently, the project status is reported as ongoing.","ग्राम चिरूवा में शिव मंदिर के समीप पेभर ब्लॉक का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम चिरूवा में शिव मंदिर के समीप पेभर ब्लॉक का निर्माण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के दारु में हो रहा है। प्रस्तुत परियोजना, जो ईरगा में स्थित है, का उद्देश्य ग्राम चिरूवा में शिव मंदिर के समीप पेभर ब्लॉक का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 2,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2021। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the project Hazaribagh to build Center for Tribal Vinoba Bhavte University Campus.In Sadar, under the jurisdiction of Hazaribagh?","The construction of the Center for Tribal Studies at Acharya Vinoba Bhave University campus at Hazaribagh.Project involves the allocation of funds for development in sadar, under the jurisdiction of Hazaribagh.The Proposed Project, Situated in Sindur, AIMS to Acharya Vinoba Bhave to construct the Center for Tribal Studies at the University campus in Hazaribagh.The recommended Amount for the Project is 1,00,00,000, with an anticipated completetion year of 2022. Currently, the project status is reported as ongoing.","हजारीबाग स्थित आचार्य विनोबा भावे विश्वविद्यालय परिसर में सेंटर फॉर ट्राईबल स्टडीज के निर्माण हेतु। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","हजारीबाग स्थित आचार्य विनोबा भावे विश्वविद्यालय परिसर में सेंटर फॉर ट्राईबल स्टडीज के निर्माण हेतु। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के सदर में हो रहा है। प्रस्तुत परियोजना, जो सिंदुर में स्थित है, का उद्देश्य हजारीबाग स्थित आचार्य विनोबा भावे विश्वविद्यालय परिसर में सेंटर फॉर ट्राईबल स्टडीज के निर्माण हेतु। है। परियोजना के लिए सिफारिश की गई राशि 1,00,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommed for Completion, and Project Status of the Project of the project Hazaribagh Municipal Corporation area.In Nagar Purvi, under the jurisdiction of Hazaribagh?","Construction of the main reception gate of Wales Ground in Ward No.30 under the Hazaribagh Municipal Corporation area.Project Involves The Allocation of Funds for Development in Nagar Purvi, under the jurisdiction of Hazaribagh.The Proposed Project, Situated in Ward No. 30, AIMS to construction of the main reception gate of Wales Ground in Ward No.30 under AIMS to Hazaribagh Municipal Corporation area.The recommended Amount for the project is 15,00,000, with an anticipated completetion year of 2022. Currently, the project status is reported as ongoing.","हजारीबाग नगर निगम क्षेत्र के अन्तर्गत वार्ड नं0-30 में वेल्स ग्राउण्ड के मुख्य स्वागत द्वार का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","हजारीबाग नगर निगम क्षेत्र के अन्तर्गत वार्ड नं0-30 में वेल्स ग्राउण्ड के मुख्य स्वागत द्वार का निर्माण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के नगर पूर्वी में हो रहा है। प्रस्तुत परियोजना, जो वार्ड न0 30 में स्थित है, का उद्देश्य हजारीबाग नगर निगम क्षेत्र के अन्तर्गत वार्ड नं0-30 में वेल्स ग्राउण्ड के मुख्य स्वागत द्वार का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 15,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completes, and project status of the project ward number -26, Ramnagar Road to both the house in Ramnagar RoadAnd construction of drain 3 feet and construction of 1000 feet on both sides.In Nagar Purvi, under the jurisdiction of Hazaribagh?","The ward number-26, Ramnagar Road in Ramnagar Road to the house of late Pradeep Kasera to Suman Kumar Sinha's house on both sides and construction of 1000 feet on both sides.Project Involves The Allocation of Funds for Development in Nagar Purvi, under the jurisdiction of Hazaribagh.The Proposed Project, Situated In Ward No. 26, AIMS to Ward No-26, Ramnagar Road in Ramnagar Road to Suman Kumar Sinha's house to Suman Kumar Sinha's house, the sewer 3 feet deepening on both sides and the construction of 1000 feet on both sides.The recommended Amount for the project is 15,00,000, with an anticipated completetion year of 2022. Currently, the project status is reported as ongoing.","वार्ड संख्या-26, रामनगर रोड़ में स्व0 प्रदीप कसेरा के घर से सुमन कुमार सिन्हा के घर तक दोनों ओर नाला 3 फीट गहरीकरण एवं दोनों ओर 1000 फीट र्गाउवाल का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","वार्ड संख्या-26, रामनगर रोड़ में स्व0 प्रदीप कसेरा के घर से सुमन कुमार सिन्हा के घर तक दोनों ओर नाला 3 फीट गहरीकरण एवं दोनों ओर 1000 फीट र्गाउवाल का निर्माण। परियोजना में विकास के लिए धन का आवंटन हज़ारीबाग क्षेत्र के नगर पूर्वी में हो रहा है। प्रस्तुत परियोजना, जो वार्ड न0 26 में स्थित है, का उद्देश्य वार्ड संख्या-26, रामनगर रोड़ में स्व0 प्रदीप कसेरा के घर से सुमन कुमार सिन्हा के घर तक दोनों ओर नाला 3 फीट गहरीकरण एवं दोनों ओर 1000 फीट र्गाउवाल का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 15,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Vishnugarh Praduct.In Vishnugarh, under the jurisdiction of Mandu?","The installation of Salar High Mast Light at the seven miles of turn of Vishnugarh block.Project involves the allocation of funds for development in vishnugarh, under the jurisdiction of mandu.The Proposed Project, Situated in Vishnugarh, AIMS to the installation of Salter High Mast Light in the seven miles of Mor Mor Chowk of Vishnugarh block.The recommended Amount for the Project is 3,75,000, with an anticipated company of 2021. Currently, the project status is reported as ongoing.","विष्णुगढ़ प्रखण्ड के सात मील मोड़ चौक में सालर हाई मास्ट लाईट का अधिष्ठापन। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","विष्णुगढ़ प्रखण्ड के सात मील मोड़ चौक में सालर हाई मास्ट लाईट का अधिष्ठापन। परियोजना में विकास के लिए धन का आवंटन मांडू क्षेत्र के विष्णुगढ़ में हो रहा है। प्रस्तुत परियोजना, जो विष्णुगढ़ में स्थित है, का उद्देश्य विष्णुगढ़ प्रखण्ड के सात मील मोड़ चौक में सालर हाई मास्ट लाईट का अधिष्ठापन। है। परियोजना के लिए सिफारिश की गई राशि 3,75,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2021। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommended for Completion, and Project Status of the Project Village Tithi.In Chouparan, under the jurisdiction of Barhi?","Chapanal construction near Nikesh Prasad Rukhaiyar's house in the village Tithi.Project Involves The Allocation of Funds for Development in Chouparan, under the jurisdiction of Barhi.The proposed project, satuated in Singrawan, AIMS to Nikesh Prasad Rukhaiyar's house near the house of Rukhaiyar.The recommended Amount for the Project is 70,000, with an anticipated company of 2022. Currently, the project status is reported as ongoing.","ग्राम टिटही में निकेश प्रसाद रूखैयार के घर के पास चापानल निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम टिटही में निकेश प्रसाद रूखैयार के घर के पास चापानल निर्माण। परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के हुपानन में हो रहा है। प्रस्तुत परियोजना, जो सिंघरावाँ में स्थित है, का उद्देश्य ग्राम टिटही में निकेश प्रसाद रूखैयार के घर के पास चापानल निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 70,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommed for Completion, and Project Status of the Project Village.In Chouparan, under the jurisdiction of Barhi?","Construction of a ladder in the pond near the Shiva temple in the village Barwadih.Project Involves The Allocation of Funds for Development in Chouparan, under the jurisdiction of Barhi.The proposed project, situation in Bellahi, AIMS to the construction of a ladder in the pond near the Shiva temple in AIMS to Village Barwadih.The recommended Amount for the Project is 2,00,000, with an anticipated company of 2020. Currently, the project status is reported as ongoing.","ग्राम बरवाडीह में शिव मंदिर के पास तालाब में सीढ़ी का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम बरवाडीह में शिव मंदिर के पास तालाब में सीढ़ी का निर्माण। परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के हुपानन में हो रहा है। प्रस्तुत परियोजना, जो बेलाही में स्थित है, का उद्देश्य ग्राम बरवाडीह में शिव मंदिर के पास तालाब में सीढ़ी का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 2,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2020। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completion, and project status of the project village Rampur in Rampur in Rampur in the village Rampur, in the Rampur Rampur in the place of Surahi Tola in Rampur Deepening.In Chouparan, under the jurisdiction of Barhi?","The deepening of Surahi canal in Panchayat Rampur Village Rampur in place of jurna of Surahi in Surahi Tola in the village Rampur.Project Involves The Allocation of Funds for Development in Chouparan, under the jurisdiction of Barhi.The proposed project, situation in Rampur, AIMS to Surahi Tola in Village Rampur Deepening of Surahi in Surahi Tola in the Panchayat Rampur village Rampur.The recommended Amount for the Project is 4,00,000, with an anticipated company of 2020. Currently, the project status is reported as ongoing.","ग्राम रामपुर में सुराही टोला में सुराही का जिर्णोद्धार के स्थान पर पंचायत रामपुर ग्राम रामपुर में सुराही नहर का गहरीकरण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","ग्राम रामपुर में सुराही टोला में सुराही का जिर्णोद्धार के स्थान पर पंचायत रामपुर ग्राम रामपुर में सुराही नहर का गहरीकरण। परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के हुपानन में हो रहा है। प्रस्तुत परियोजना, जो रामपुर में स्थित है, का उद्देश्य ग्राम रामपुर में सुराही टोला में सुराही का जिर्णोद्धार के स्थान पर पंचायत रामपुर ग्राम रामपुर में सुराही नहर का गहरीकरण। है। परियोजना के लिए सिफारिश की गई राशि 4,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2020। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the Project Description, Fund, Vidhan Sabha, Mandal, Panchayat, Amount Recommended, Year Recommed for Completion, and Project Status of the Project Panchayat in Pariya in Padaria.In Chouparan, under the jurisdiction of Barhi?","Construction of drain from Somar Yadav's house to Peepal tree in Padariya, the Panchayat.Project Involves The Allocation of Funds for Development in Chouparan, under the jurisdiction of Barhi.The Proposed Project, Situated In Pariya, AIMS to Panchayat in Padaria, construction of drain from Somar Yadav's house to Peepal tree.The recommended Amount for the Project is 2,00,000, with an anticipated completetion year of 2022. Currently, the project status is reported as ongoing.","पंचायत पड़रिया के पड़रिया में सोमर यादव के घर से पीपल पेड़ तक नाली का निर्माण। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","पंचायत पड़रिया के पड़रिया में सोमर यादव के घर से पीपल पेड़ तक नाली का निर्माण। परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के हुपानन में हो रहा है। प्रस्तुत परियोजना, जो पड़रिया में स्थित है, का उद्देश्य पंचायत पड़रिया के पड़रिया में सोमर यादव के घर से पीपल पेड़ तक नाली का निर्माण। है। परियोजना के लिए सिफारिश की गई राशि 2,00,000 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
"What is the project description, fund, vidhan Sabha, mandal, panchayat, amount recommended, year recommended for completes, and project status of the project of Hazaribagh to operate Oxygen Plot in Barahi block.In Barhi, under the jurisdiction of Barhi?","Electricity supply work for operating oxygen plot at Sub -Divisional Hospital, Barhi located at Barhi block under Hazaribagh district.Project Involves The Allocation of Funds for Development in Barhi, under the jurisdiction of Barhi.The Proposed Project, Situated in Barhi, AIMS to Hazaribagh district under Hazaribagh district, Electricity supply work for operation of oxygen plots at Sub -Divisional Hospital, Barhi located at Barhi Block.The recommended Amount for the Project is 4,70,912, with an anticipated completion year of 2022. Currently, the project status is reported as ongoing.","हजारीबाग जिलान्तर्गत बरही प्रखण्ड स्थित अनुमण्डलीय अस्पताल, बरही में ऑक्सीजन प्लॉट के संचालन हेतु विद्युत आपूर्ति कार्य। परियोजना का परियोजना विवरण, धन, विधान सभा, मंडल, पंचायत, अनुशंसित राशि, पूरा करने के लिए अनुशंसित वर्ष और परियोजना की स्थिति क्या है?","हजारीबाग जिलान्तर्गत बरही प्रखण्ड स्थित अनुमण्डलीय अस्पताल, बरही में ऑक्सीजन प्लॉट के संचालन हेतु विद्युत आपूर्ति कार्य। परियोजना में विकास के लिए धन का आवंटन बरही क्षेत्र के बरही में हो रहा है। प्रस्तुत परियोजना, जो बरही में स्थित है, का उद्देश्य हजारीबाग जिलान्तर्गत बरही प्रखण्ड स्थित अनुमण्डलीय अस्पताल, बरही में ऑक्सीजन प्लॉट के संचालन हेतु विद्युत आपूर्ति कार्य। है। परियोजना के लिए सिफारिश की गई राशि 4,70,912 है, जिसका पूरा होने का अनुमानित वर्ष है 2022। वर्तमान में, परियोजना को चल रही है के रूप में रिपोर्ट किया जा रहा है।"
